;BA;SPXT
13.03.2014;121.89;3327.11
14.03.2014;123.11;3317.81
17.03.2014;125.42;3349.71
18.03.2014;124.04;3373.98
19.03.2014;122.24;3353.29
20.03.2014;123.73;3373.60
21.03.2014;122.58;3363.72
24.03.2014;123.42;3347.36
25.03.2014;124.02;3362.44
26.03.2014;123.53;3339.00
27.03.2014;123.21;3333.23
28.03.2014;124.46;3348.83
31.03.2014;125.49;3375.51
01.04.2014;128.21;3399.51
02.04.2014;128.31;3409.80
03.04.2014;128.78;3406.00
04.04.2014;127.38;3363.41
07.04.2014;125.59;3327.27
08.04.2014;124.15;3340.84
09.04.2014;126.88;3377.61
10.04.2014;123.64;3307.08
11.04.2014;122.07;3276.04
14.04.2014;123.25;3302.98
15.04.2014;124.27;3325.30
16.04.2014;126.04;3360.27
17.04.2014;127.92;3365.00
21.04.2014;127.82;3377.75
22.04.2014;127.55;3391.58
23.04.2014;130.63;3384.50
24.04.2014;129.86;3390.39
25.04.2014;128.66;3362.95
28.04.2014;127.04;3374.04
29.04.2014;128.37;3390.16
30.04.2014;129.02;3400.46
01.05.2014;128.46;3400.20
02.05.2014;129.94;3395.61
05.05.2014;131.96;3402.23
06.05.2014;130.83;3371.72
07.05.2014;130.35;3392.10
08.05.2014;130.57;3388.29
09.05.2014;131.10;3394.05
12.05.2014;132.60;3427.01
13.05.2014;133.45;3429.30
14.05.2014;132.99;3413.84
15.05.2014;131.21;3382.52
16.05.2014;130.81;3395.21
19.05.2014;131.35;3408.52
20.05.2014;129.58;3386.48
21.05.2014;130.96;3414.45
22.05.2014;131.84;3422.99
23.05.2014;132.41;3437.58
27.05.2014;134.17;3458.19
28.05.2014;134.33;3454.88
29.05.2014;135.14;3473.86
30.05.2014;135.25;3480.29
02.06.2014;135.90;3483.14
03.06.2014;135.88;3482.00
04.06.2014;135.33;3489.21
05.06.2014;136.82;3512.21
06.06.2014;138.25;3528.98
09.06.2014;137.96;3532.47
10.06.2014;137.25;3531.62
11.06.2014;134.10;3519.52
12.06.2014;132.19;3495.57
13.06.2014;132.29;3506.58
16.06.2014;132.54;3509.54
17.06.2014;132.45;3517.23
18.06.2014;132.48;3544.42
19.06.2014;132.82;3549.44
20.06.2014;132.10;3555.60
23.06.2014;130.85;3555.14
24.06.2014;129.15;3532.57
25.06.2014;127.06;3549.96
26.06.2014;128.02;3546.38
27.06.2014;128.54;3553.35
30.06.2014;127.23;3552.18
01.07.2014;128.15;3576.55
02.07.2014;127.62;3579.11
03.07.2014;128.51;3598.73
07.07.2014;129.09;3584.75
08.07.2014;126.79;3560.53
09.07.2014;126.79;3577.28
10.07.2014;126.79;3562.49
11.07.2014;128.09;3568.08
14.07.2014;129.52;3585.37
15.07.2014;129.10;3578.46
16.07.2014;127.42;3593.91
17.07.2014;125.88;3551.73
18.07.2014;127.64;3588.21
21.07.2014;128.30;3579.99
22.07.2014;129.74;3597.95
23.07.2014;126.71;3604.30
24.07.2014;124.40;3606.10
25.07.2014;123.20;3588.68
28.07.2014;123.06;3589.73
29.07.2014;122.32;3573.65
30.07.2014;122.29;3574.45
31.07.2014;120.48;3503.19
01.08.2014;120.38;3493.18
04.08.2014;119.93;3518.31
05.08.2014;121.27;3484.56
06.08.2014;118.34;3485.67
07.08.2014;119.84;3467.14
08.08.2014;120.63;3507.21
11.08.2014;120.80;3517.53
12.08.2014;120.47;3511.96
13.08.2014;121.98;3536.42
14.08.2014;124.11;3551.97
15.08.2014;123.16;3552.17
18.08.2014;124.98;3582.70
19.08.2014;125.58;3601.33
20.08.2014;127.35;3610.49
21.08.2014;127.50;3621.23
22.08.2014;127.46;3614.50
25.08.2014;128.33;3631.86
26.08.2014;128.60;3635.71
27.08.2014;128.20;3636.64
28.08.2014;127.11;3630.98
29.08.2014;126.80;3643.34
02.09.2014;125.48;3641.52
03.09.2014;125.94;3639.35
04.09.2014;125.46;3633.87
05.09.2014;124.69;3652.26
08.09.2014;127.98;3641.66
09.09.2014;128.21;3617.89
10.09.2014;128.22;3631.45
11.09.2014;127.64;3635.66
12.09.2014;126.95;3614.06
15.09.2014;126.31;3611.52
16.09.2014;127.32;3638.60
17.09.2014;127.76;3643.40
18.09.2014;128.58;3661.73
19.09.2014;129.35;3660.03
22.09.2014;128.61;3630.70
23.09.2014;127.38;3610.10
24.09.2014;128.58;3638.44
25.09.2014;127.14;3579.61
26.09.2014;128.69;3610.98
29.09.2014;128.77;3602.09
30.09.2014;127.38;3592.25
01.10.2014;124.67;3544.98
02.10.2014;124.17;3545.30
03.10.2014;126.36;3584.94
06.10.2014;126.26;3579.42
07.10.2014;123.32;3525.29
08.10.2014;124.98;3588.07
09.10.2014;122.76;3514.12
10.10.2014;121.50;3474.23
13.10.2014;120.45;3417.01
14.10.2014;122.29;3422.43
15.10.2014;120.19;3395.03
16.10.2014;120.29;3395.64
17.10.2014;123.24;3439.39
20.10.2014;124.31;3470.89
21.10.2014;127.12;3538.90
22.10.2014;121.45;3513.47
23.10.2014;122.03;3556.70
24.10.2014;122.24;3581.82
27.10.2014;122.12;3576.47
28.10.2014;123.61;3619.16
29.10.2014;123.08;3614.53
30.10.2014;123.82;3637.30
31.10.2014;124.91;3679.99
03.11.2014;126.03;3679.58
04.11.2014;125.84;3669.18
05.11.2014;124.22;3691.38
06.11.2014;124.58;3706.45
07.11.2014;124.45;3708.46
10.11.2014;124.64;3720.25
11.11.2014;125.36;3722.84
12.11.2014;125.87;3721.30
13.11.2014;128.53;3723.58
14.11.2014;128.86;3724.92
17.11.2014;128.42;3727.86
18.11.2014;130.66;3747.74
19.11.2014;131.61;3742.35
20.11.2014;131.70;3749.87
21.11.2014;132.78;3770.03
24.11.2014;134.61;3780.88
25.11.2014;134.81;3776.94
26.11.2014;134.78;3788.42
28.11.2014;134.36;3778.96
01.12.2014;132.39;3753.31
02.12.2014;132.28;3777.47
03.12.2014;131.97;3792.69
04.12.2014;131.32;3788.34
05.12.2014;132.21;3794.68
08.12.2014;130.28;3767.70
09.12.2014;129.66;3766.83
10.12.2014;124.64;3705.51
11.12.2014;123.37;3723.32
12.12.2014;120.77;3663.10
15.12.2014;122.08;3639.97
16.12.2014;124.25;3609.06
17.12.2014;125.06;3682.70
18.12.2014;125.67;3771.72
19.12.2014;126.23;3788.97
22.12.2014;128.22;3803.94
23.12.2014;130.03;3810.78
24.12.2014;131.24;3810.39
26.12.2014;131.63;3823.00
29.12.2014;132.29;3826.95
30.12.2014;131.83;3808.69
31.12.2014;129.98;3769.44
02.01.2015;129.95;3768.68
05.01.2015;129.05;3700.03
06.01.2015;127.53;3667.14
07.01.2015;129.51;3710.94
08.01.2015;131.80;3777.40
09.01.2015;131.54;3745.67
12.01.2015;130.87;3715.36
13.01.2015;131.17;3706.15
14.01.2015;130.38;3684.72
15.01.2015;130.14;3650.74
16.01.2015;130.78;3699.79
20.01.2015;131.22;3705.64
21.01.2015;132.41;3723.62
22.01.2015;135.64;3780.51
23.01.2015;134.62;3759.76
26.01.2015;134.07;3769.45
27.01.2015;132.48;3718.99
28.01.2015;139.64;3669.10
29.01.2015;147.78;3704.35
30.01.2015;145.37;3656.28
02.02.2015;146.26;3703.77
03.02.2015;147.34;3757.34
04.02.2015;147.22;3742.84
05.02.2015;148.60;3782.11
06.02.2015;148.00;3770.20
09.02.2015;147.58;3754.36
10.02.2015;148.04;3794.62
11.02.2015;147.92;3795.82
12.02.2015;148.09;3833.35
13.02.2015;149.73;3849.29
17.02.2015;149.92;3856.04
18.02.2015;151.17;3855.00
19.02.2015;153.75;3851.53
20.02.2015;158.31;3875.60
23.02.2015;154.74;3874.46
24.02.2015;154.38;3885.27
25.02.2015;153.01;3882.95
26.02.2015;151.73;3877.85
27.02.2015;150.85;3866.42
02.03.2015;153.80;3890.32
03.03.2015;155.57;3872.71
04.03.2015;154.35;3856.51
05.03.2015;154.47;3861.29
06.03.2015;153.12;3807.04
09.03.2015;154.75;3822.42
10.03.2015;152.42;3757.83
11.03.2015;151.17;3751.20
12.03.2015;152.04;3799.43
13.03.2015;151.57;3776.44
16.03.2015;153.67;3827.62
17.03.2015;154.51;3814.91
18.03.2015;155.73;3861.39
19.03.2015;154.11;3842.62
20.03.2015;154.50;3877.26
23.03.2015;152.81;3870.49
24.03.2015;151.65;3847.05
25.03.2015;148.23;3791.13
26.03.2015;148.17;3782.21
27.03.2015;148.85;3791.90
30.03.2015;152.70;3838.65
31.03.2015;150.08;3805.27
01.04.2015;148.64;3790.66
02.04.2015;149.28;3804.14
06.04.2015;150.93;3829.31
07.04.2015;152.32;3821.49
08.04.2015;153.36;3833.20
09.04.2015;153.42;3850.29
10.04.2015;154.38;3870.31
13.04.2015;153.24;3852.93
14.04.2015;153.21;3859.22
15.04.2015;152.43;3879.10
16.04.2015;151.97;3876.17
17.04.2015;149.60;3832.33
20.04.2015;152.67;3867.82
21.04.2015;153.33;3862.15
22.04.2015;151.19;3881.93
23.04.2015;149.87;3891.46
24.04.2015;148.40;3900.24
27.04.2015;147.80;3884.10
28.04.2015;147.51;3895.21
29.04.2015;146.15;3880.90
30.04.2015;143.34;3841.78
01.05.2015;144.67;3883.75
04.05.2015;144.02;3895.16
05.05.2015;142.91;3849.41
06.05.2015;141.04;3833.70
07.05.2015;141.49;3849.13
08.05.2015;145.46;3901.01
11.05.2015;145.89;3881.93
12.05.2015;145.43;3870.69
13.05.2015;145.62;3870.36
14.05.2015;147.96;3912.52
15.05.2015;146.88;3915.99
18.05.2015;146.71;3928.15
19.05.2015;147.05;3926.41
20.05.2015;146.42;3923.18
21.05.2015;147.35;3932.90
22.05.2015;144.81;3924.16
26.05.2015;142.80;3883.88
27.05.2015;143.00;3920.11
28.05.2015;142.33;3915.82
29.05.2015;140.52;3891.18
01.06.2015;141.25;3899.59
02.06.2015;143.25;3895.85
03.06.2015;143.81;3904.83
04.06.2015;141.19;3871.23
05.06.2015;140.73;3865.83
08.06.2015;140.64;3841.45
09.06.2015;140.10;3843.16
10.06.2015;141.62;3889.70
11.06.2015;142.96;3897.59
12.06.2015;142.80;3870.56
15.06.2015;142.29;3852.75
16.06.2015;142.34;3874.73
17.06.2015;143.43;3882.49
18.06.2015;145.38;3921.43
19.06.2015;145.13;3900.64
22.06.2015;145.70;3924.41
23.06.2015;144.43;3927.23
24.06.2015;143.00;3898.47
25.06.2015;142.45;3887.04
26.06.2015;142.48;3886.21
29.06.2015;138.73;3805.50
30.06.2015;138.72;3815.85
01.07.2015;140.73;3843.26
02.07.2015;140.21;3842.06
06.07.2015;140.52;3827.35
07.07.2015;143.15;3850.66
08.07.2015;141.92;3787.67
09.07.2015;142.80;3796.26
10.07.2015;144.48;3843.10
13.07.2015;146.62;3885.97
14.07.2015;147.75;3903.31
15.07.2015;146.89;3900.50
16.07.2015;148.49;3931.85
17.07.2015;146.84;3936.22
20.07.2015;146.72;3939.35
21.07.2015;145.00;3922.70
22.07.2015;146.47;3913.75
23.07.2015;146.11;3891.79
24.07.2015;144.06;3850.15
27.07.2015;141.03;3827.93
28.07.2015;141.81;3875.37
29.07.2015;144.14;3904.21
30.07.2015;143.01;3904.64
31.07.2015;144.17;3895.80
03.08.2015;143.69;3885.07
04.08.2015;143.54;3876.44
05.08.2015;144.95;3889.99
06.08.2015;143.82;3860.92
07.08.2015;142.42;3849.96
10.08.2015;145.86;3899.36
11.08.2015;144.05;3862.81
12.08.2015;142.43;3867.37
13.08.2015;144.81;3863.03
14.08.2015;145.09;3878.16
17.08.2015;144.44;3899.10
18.08.2015;144.60;3889.60
19.08.2015;142.72;3857.74
20.08.2015;137.02;3776.36
21.08.2015;131.71;3656.67
24.08.2015;127.19;3512.65
25.08.2015;125.49;3465.19
26.08.2015;129.34;3600.73
27.08.2015;131.87;3688.60
28.08.2015;133.24;3691.30
31.08.2015;130.68;3660.75
01.09.2015;127.44;3552.65
02.09.2015;130.63;3618.25
03.09.2015;131.02;3622.66
04.09.2015;129.76;3567.41
08.09.2015;133.82;3657.32
09.09.2015;132.65;3606.80
10.09.2015;133.55;3626.14
11.09.2015;134.67;3643.54
14.09.2015;134.43;3628.87
15.09.2015;136.30;3675.48
16.09.2015;137.20;3707.62
17.09.2015;137.45;3698.74
18.09.2015;136.09;3638.99
21.09.2015;136.02;3655.64
22.09.2015;133.99;3610.70
23.09.2015;131.67;3603.49
24.09.2015;129.75;3591.37
25.09.2015;131.01;3589.71
28.09.2015;128.13;3498.61
29.09.2015;128.75;3503.13
30.09.2015;130.95;3570.17
01.10.2015;130.61;3577.47
02.10.2015;132.56;3629.04
05.10.2015;134.02;3695.61
06.10.2015;134.63;3682.33
07.10.2015;137.02;3713.36
08.10.2015;139.04;3746.12
09.10.2015;139.70;3748.96
12.10.2015;140.68;3753.73
13.10.2015;140.29;3728.48
14.10.2015;134.22;3711.11
15.10.2015;137.39;3766.43
16.10.2015;137.60;3783.64
19.10.2015;138.42;3784.72
20.10.2015;138.88;3779.44
21.10.2015;141.19;3757.91
22.10.2015;146.31;3820.49
23.10.2015;146.70;3862.65
26.10.2015;146.70;3855.29
27.10.2015;148.46;3845.45
28.10.2015;147.88;3891.34
29.10.2015;147.18;3890.04
30.10.2015;148.07;3871.33
02.11.2015;148.40;3917.30
03.11.2015;148.09;3928.05
04.11.2015;148.19;3915.52
05.11.2015;147.97;3911.89
06.11.2015;147.94;3910.98
09.11.2015;145.98;3873.37
10.11.2015;145.15;3880.23
11.11.2015;144.99;3867.71
12.11.2015;142.54;3814.29
13.11.2015;142.59;3771.59
16.11.2015;144.42;3828.46
17.11.2015;146.08;3824.14
18.11.2015;148.28;3886.26
19.11.2015;149.24;3882.06
20.11.2015;149.40;3897.45
23.11.2015;148.34;3892.80
24.11.2015;148.65;3897.67
25.11.2015;147.43;3897.57
27.11.2015;146.95;3900.74
30.11.2015;145.45;3882.84
01.12.2015;147.74;3924.63
02.12.2015;146.96;3882.38
03.12.2015;145.56;3826.74
04.12.2015;148.50;3905.31
07.12.2015;148.45;3878.31
08.12.2015;144.99;3853.48
09.12.2015;144.24;3823.90
10.12.2015;146.41;3832.93
11.12.2015;144.62;3759.09
14.12.2015;143.00;3777.22
15.12.2015;146.53;3817.36
16.12.2015;148.11;3873.12
17.12.2015;145.56;3815.46
18.12.2015;139.58;3747.56
21.12.2015;140.90;3777.15
22.12.2015;142.38;3810.85
23.12.2015;144.06;3858.47
24.12.2015;143.53;3852.31
28.12.2015;144.54;3843.94
29.12.2015;147.35;3885.55
30.12.2015;146.41;3857.90
31.12.2015;144.59;3821.60
04.01.2016;140.50;3763.99
05.01.2016;141.07;3771.57
06.01.2016;138.83;3723.44
07.01.2016;133.01;3635.29
08.01.2016;129.99;3595.91
11.01.2016;130.21;3598.97
12.01.2016;131.92;3627.06
13.01.2016;128.12;3536.92
14.01.2016;129.20;3596.03
15.01.2016;125.63;3518.51
19.01.2016;126.06;3520.40
20.01.2016;122.14;3479.75
21.01.2016;123.40;3497.94
22.01.2016;124.61;3568.90
25.01.2016;124.01;3513.11
26.01.2016;128.01;3562.81
27.01.2016;116.58;3524.33
28.01.2016;118.01;3544.13
29.01.2016;120.13;3631.96
01.02.2016;121.56;3630.46
02.02.2016;117.52;3562.52
03.02.2016;121.87;3581.53
04.02.2016;123.61;3587.71
05.02.2016;122.56;3521.60
08.02.2016;119.47;3472.08
09.02.2016;118.88;3470.50
10.02.2016;116.36;3471.04
11.02.2016;108.44;3428.99
12.02.2016;108.63;3496.28
16.02.2016;112.60;3555.20
17.02.2016;116.34;3614.16
18.02.2016;117.57;3597.49
19.02.2016;115.16;3597.92
22.02.2016;117.39;3649.92
23.02.2016;116.90;3604.68
24.02.2016;115.59;3620.87
25.02.2016;116.82;3662.84
26.02.2016;118.16;3656.42
29.02.2016;118.18;3627.06
01.03.2016;119.96;3713.70
02.03.2016;119.65;3729.59
03.03.2016;119.61;3743.02
04.03.2016;121.07;3755.47
07.03.2016;122.90;3759.05
08.03.2016;122.35;3717.49
09.03.2016;122.86;3736.92
10.03.2016;122.94;3737.74
11.03.2016;124.63;3800.07
14.03.2016;126.34;3795.53
15.03.2016;126.36;3788.62
16.03.2016;127.57;3810.09
17.03.2016;130.70;3835.26
18.03.2016;133.96;3852.15
21.03.2016;135.86;3855.97
22.03.2016;135.12;3853.18
23.03.2016;132.86;3828.58
24.03.2016;132.12;3827.14
28.03.2016;131.29;3829.26
29.03.2016;130.88;3863.80
30.03.2016;128.58;3881.01
31.03.2016;126.94;3873.11
01.04.2016;126.96;3897.66
04.04.2016;126.34;3886.00
05.04.2016;127.03;3846.59
06.04.2016;127.93;3888.41
07.04.2016;127.00;3841.98
08.04.2016;127.88;3852.72
11.04.2016;127.91;3842.17
12.04.2016;129.47;3879.42
13.04.2016;131.14;3918.95
14.04.2016;130.85;3920.03
15.04.2016;131.13;3916.17
18.04.2016;131.97;3941.86
19.04.2016;132.68;3954.01
20.04.2016;130.57;3957.25
21.04.2016;130.74;3936.80
22.04.2016;131.05;3937.00
25.04.2016;130.75;3929.88
26.04.2016;133.24;3937.23
27.04.2016;137.08;3944.02
28.04.2016;134.80;3907.88
29.04.2016;134.80;3888.13
02.05.2016;134.01;3918.53
03.05.2016;132.49;3884.63
04.05.2016;130.89;3862.40
05.05.2016;132.08;3862.40
06.05.2016;133.26;3875.18
09.05.2016;132.10;3878.14
10.05.2016;134.72;3926.63
11.05.2016;133.00;3891.13
12.05.2016;134.42;3890.85
13.05.2016;132.12;3858.17
16.05.2016;134.14;3896.36
17.05.2016;132.56;3860.88
18.05.2016;130.99;3862.25
19.05.2016;128.08;3847.97
20.05.2016;127.39;3871.75
23.05.2016;127.58;3863.82
24.05.2016;127.50;3916.77
25.05.2016;128.86;3944.33
26.05.2016;129.31;3944.05
27.05.2016;129.22;3961.67
31.05.2016;126.15;3957.95
01.06.2016;126.41;3963.10
02.06.2016;126.85;3974.76
03.06.2016;127.38;3963.23
06.06.2016;131.90;3982.74
07.06.2016;131.93;3987.96
08.06.2016;133.00;4001.98
09.06.2016;133.10;3995.28
10.06.2016;131.14;3958.68
13.06.2016;129.92;3927.73
14.06.2016;130.50;3920.93
15.06.2016;130.16;3914.02
16.06.2016;129.37;3926.93
17.06.2016;129.82;3914.15
20.06.2016;132.75;3936.91
21.06.2016;131.52;3947.94
22.06.2016;131.77;3941.45
23.06.2016;133.55;3994.18
24.06.2016;126.52;3850.70
27.06.2016;122.70;3781.02
28.06.2016;123.89;3849.05
29.06.2016;126.99;3915.10
30.06.2016;129.87;3968.21
01.07.2016;129.69;3976.68
05.07.2016;126.97;3949.72
06.07.2016;126.96;3972.26
07.07.2016;127.17;3969.19
08.07.2016;130.09;4029.75
11.07.2016;132.04;4043.49
12.07.2016;130.81;4071.85
13.07.2016;130.11;4072.77
14.07.2016;131.55;4094.28
15.07.2016;132.39;4090.49
18.07.2016;133.43;4100.40
19.07.2016;134.66;4094.61
20.07.2016;134.72;4112.61
21.07.2016;133.53;4097.82
22.07.2016;133.47;4116.50
25.07.2016;132.94;4104.13
26.07.2016;134.85;4105.57
27.07.2016;135.96;4100.81
28.07.2016;133.01;4107.75
29.07.2016;133.66;4114.51
01.08.2016;133.21;4109.28
02.08.2016;131.60;4083.25
03.08.2016;131.87;4097.30
04.08.2016;131.21;4099.21
05.08.2016;131.73;4134.56
08.08.2016;132.19;4131.19
09.08.2016;132.62;4132.96
10.08.2016;132.28;4122.65
11.08.2016;133.00;4142.72
12.08.2016;133.10;4139.63
15.08.2016;134.66;4151.69
16.08.2016;135.00;4129.68
17.08.2016;134.72;4138.42
18.08.2016;135.00;4147.64
19.08.2016;134.44;4142.23
22.08.2016;134.99;4139.97
23.08.2016;134.14;4148.16
24.08.2016;133.29;4126.65
25.08.2016;132.98;4121.09
26.08.2016;132.23;4114.68
29.08.2016;132.90;4136.75
30.08.2016;130.81;4129.34
31.08.2016;129.45;4120.29
01.09.2016;129.90;4120.17
02.09.2016;131.16;4137.70
06.09.2016;132.99;4150.11
07.09.2016;132.64;4150.51
08.09.2016;132.90;4141.46
09.09.2016;128.53;4039.95
12.09.2016;130.12;4099.47
13.09.2016;128.76;4039.92
14.09.2016;127.67;4037.83
15.09.2016;127.77;4079.32
16.09.2016;126.70;4063.97
19.09.2016;127.48;4063.94
20.09.2016;127.79;4065.20
21.09.2016;130.56;4109.63
22.09.2016;131.87;4136.41
23.09.2016;131.78;4112.69
26.09.2016;130.57;4077.71
27.09.2016;131.32;4104.18
28.09.2016;132.23;4126.83
29.09.2016;131.03;4088.47
30.09.2016;131.74;4121.06
03.10.2016;132.38;4108.13
04.10.2016;132.25;4088.17
05.10.2016;134.66;4107.40
06.10.2016;134.42;4109.49
07.10.2016;133.85;4096.25
10.10.2016;135.84;4115.12
11.10.2016;133.74;4063.92
12.10.2016;133.16;4068.92
13.10.2016;133.38;4056.45
14.10.2016;133.50;4057.28
17.10.2016;134.00;4045.07
18.10.2016;135.10;4069.99
19.10.2016;136.18;4079.50
20.10.2016;135.84;4074.18
21.10.2016;135.63;4073.85
24.10.2016;137.45;4093.22
25.10.2016;139.02;4077.80
26.10.2016;145.54;4070.76
27.10.2016;143.31;4058.75
28.10.2016;143.01;4046.36
31.10.2016;142.43;4045.89
01.11.2016;142.41;4018.47
02.11.2016;140.75;3992.76
03.11.2016;140.02;3976.56
04.11.2016;139.54;3970.02
07.11.2016;143.03;4058.30
08.11.2016;142.20;4075.61
09.11.2016;145.09;4121.03
10.11.2016;147.69;4129.46
11.11.2016;148.52;4123.69
14.11.2016;149.99;4123.81
15.11.2016;148.11;4155.62
16.11.2016;146.44;4150.21
17.11.2016;145.33;4169.87
18.11.2016;146.35;4160.58
21.11.2016;147.02;4191.68
22.11.2016;149.52;4200.95
23.11.2016;149.74;4204.49
25.11.2016;150.04;4221.02
28.11.2016;149.77;4199.39
29.11.2016;151.64;4205.99
30.11.2016;150.56;4195.73
01.12.2016;152.39;4181.15
02.12.2016;152.25;4182.81
05.12.2016;152.16;4207.57
06.12.2016;152.24;4222.04
07.12.2016;154.14;4278.44
08.12.2016;155.39;4288.10
09.12.2016;156.49;4313.61
12.12.2016;157.16;4308.94
13.12.2016;156.66;4337.86
14.12.2016;154.47;4302.93
15.12.2016;153.77;4319.84
16.12.2016;154.50;4312.40
19.12.2016;156.18;4321.02
20.12.2016;156.39;4337.36
21.12.2016;157.48;4326.85
22.12.2016;157.46;4319.33
23.12.2016;157.81;4325.17
27.12.2016;157.48;4334.93
28.12.2016;156.10;4299.45
29.12.2016;155.69;4298.39
30.12.2016;155.68;4278.66
03.01.2017;156.97;4315.08
04.01.2017;158.62;4340.75
05.01.2017;158.71;4337.45
06.01.2017;159.10;4354.05
09.01.2017;158.32;4338.62
10.01.2017;159.07;4338.64
11.01.2017;159.40;4351.32
12.01.2017;158.29;4342.09
13.01.2017;158.83;4350.11
17.01.2017;157.67;4337.20
18.01.2017;158.32;4345.57
19.01.2017;159.00;4329.96
20.01.2017;159.53;4344.67
23.01.2017;157.84;4333.10
24.01.2017;160.55;4361.56
25.01.2017;167.36;4396.57
26.01.2017;169.12;4393.43
27.01.2017;167.70;4389.85
30.01.2017;165.57;4363.67
31.01.2017;163.42;4359.81
01.02.2017;163.97;4362.10
02.02.2017;162.26;4364.85
03.02.2017;162.40;4396.95
06.02.2017;163.98;4387.67
07.02.2017;166.50;4388.87
08.02.2017;163.81;4393.31
09.02.2017;164.28;4419.40
10.02.2017;166.23;4435.42
13.02.2017;168.03;4459.83
14.02.2017;168.50;4478.98
15.02.2017;169.30;4501.99
16.02.2017;170.81;4498.56
17.02.2017;172.71;4506.20
21.02.2017;175.56;4533.46
22.02.2017;175.36;4528.97
23.02.2017;176.86;4531.39
24.02.2017;177.44;4539.25
27.02.2017;179.43;4544.51
28.02.2017;180.23;4532.93
01.03.2017;183.91;4595.73
02.03.2017;182.99;4569.17
03.03.2017;182.18;4571.60
06.03.2017;180.93;4556.72
07.03.2017;182.02;4543.75
08.03.2017;181.74;4534.68
09.03.2017;180.57;4538.36
10.03.2017;178.70;4553.28
13.03.2017;179.05;4556.44
14.03.2017;178.73;4541.26
15.03.2017;178.71;4579.44
16.03.2017;178.19;4572.16
17.03.2017;180.10;4566.17
20.03.2017;179.39;4557.12
21.03.2017;175.96;4500.98
22.03.2017;176.98;4509.65
23.03.2017;177.26;4504.92
24.03.2017;175.82;4501.11
27.03.2017;176.10;4496.53
28.03.2017;177.36;4529.17
29.03.2017;177.63;4535.01
30.03.2017;177.98;4548.46
31.03.2017;176.86;4538.21
03.04.2017;176.65;4530.98
04.04.2017;178.70;4534.25
05.04.2017;177.08;4520.86
06.04.2017;177.37;4530.93
07.04.2017;178.85;4527.20
10.04.2017;177.56;4530.57
11.04.2017;178.57;4524.71
12.04.2017;176.05;4507.76
13.04.2017;175.62;4477.07
17.04.2017;179.02;4515.65
18.04.2017;177.85;4502.66
19.04.2017;178.40;4495.56
20.04.2017;179.30;4529.65
21.04.2017;180.38;4515.90
24.04.2017;182.06;4564.93
25.04.2017;183.51;4592.74
26.04.2017;181.71;4590.56
27.04.2017;183.22;4593.57
28.04.2017;184.83;4584.82
01.05.2017;182.39;4592.78
02.05.2017;183.44;4598.24
03.05.2017;183.39;4593.32
04.05.2017;183.07;4596.24
05.05.2017;185.01;4615.09
08.05.2017;186.02;4615.73
09.05.2017;186.91;4611.21
10.05.2017;183.18;4618.19
11.05.2017;183.94;4609.69
12.05.2017;183.25;4602.96
15.05.2017;182.39;4625.51
16.05.2017;182.70;4623.26
17.05.2017;178.78;4540.58
18.05.2017;177.40;4557.41
19.05.2017;180.76;4588.35
22.05.2017;183.67;4612.12
23.05.2017;183.49;4620.70
24.05.2017;185.25;4632.37
25.05.2017;187.07;4653.59
26.05.2017;186.59;4655.65
30.05.2017;186.88;4650.76
31.05.2017;187.63;4649.34
01.06.2017;187.32;4685.11
02.06.2017;190.23;4702.56
05.06.2017;188.95;4697.00
06.06.2017;186.75;4683.96
07.06.2017;188.10;4692.29
08.06.2017;189.93;4693.67
09.06.2017;190.03;4689.79
12.06.2017;190.00;4685.54
13.06.2017;191.09;4707.88
14.06.2017;192.38;4703.53
15.06.2017;195.45;4693.86
16.06.2017;196.44;4695.23
19.06.2017;199.08;4734.48
20.06.2017;198.33;4702.82
21.06.2017;199.17;4700.50
22.06.2017;199.44;4698.40
23.06.2017;202.23;4705.73
26.06.2017;199.98;4707.27
27.06.2017;198.89;4669.27
28.06.2017;199.62;4711.33
29.06.2017;197.46;4670.96
30.06.2017;197.75;4678.36
03.07.2017;198.59;4689.61
05.07.2017;201.81;4697.34
06.07.2017;201.48;4655.02
07.07.2017;202.37;4684.88
10.07.2017;203.96;4689.25
11.07.2017;206.27;4685.64
12.07.2017;206.44;4720.28
13.07.2017;206.23;4729.25
14.07.2017;208.51;4751.43
17.07.2017;209.00;4751.33
18.07.2017;208.24;4754.27
19.07.2017;210.88;4780.25
20.07.2017;210.28;4779.84
21.07.2017;212.14;4778.07
24.07.2017;212.18;4773.10
25.07.2017;212.46;4787.04
26.07.2017;233.45;4788.41
27.07.2017;241.00;4784.26
28.07.2017;241.27;4778.02
31.07.2017;242.46;4774.56
01.08.2017;239.44;4786.27
02.08.2017;237.95;4789.54
03.08.2017;238.25;4779.99
04.08.2017;237.71;4789.11
07.08.2017;240.23;4797.13
08.08.2017;239.50;4786.12
09.08.2017;234.31;4784.94
10.08.2017;232.88;4717.40
11.08.2017;234.88;4723.73
14.08.2017;237.15;4771.43
15.08.2017;239.17;4770.15
16.08.2017;237.59;4778.28
17.08.2017;235.59;4704.73
18.08.2017;235.77;4696.22
21.08.2017;235.68;4701.82
22.08.2017;239.75;4748.73
23.08.2017;238.09;4732.76
24.08.2017;238.74;4723.03
25.08.2017;235.89;4731.46
28.08.2017;237.18;4733.97
29.08.2017;240.49;4738.62
